n,|A|,|A+A|,delta,dup_density
6,31,406,0.07752341311134235,0.1814516129032258
11,101,4196,0.08866777766885599,0.18540089303047952
16,211,18931,0.07478493295298848,0.15358132880264688
21,361,56952,0.0629867788000399,0.12838799528626743
26,551,134876,0.05574586381467782,0.1131013440648097
31,781,272665,0.052979616729594184,0.1071025080967086
36,1051,497511,0.04960116820462773,0.10005860795259268
41,1361,840494,0.046248193482663104,0.09316268917753961
46,1711,1337494,0.043130860547200174,0.08679544672460221
51,2101,2029191,0.04030389644694476,0.08104518214560508
56,2531,2961065,0.037764123134686585,0.07589336149596504
61,3001,4183396,0.03548794853564862,0.07128536546001432
66,3511,5751264,0.03344629293409224,0.06715827704532906
71,4061,7724549,0.03161049717006491,0.06345161447938631
76,4651,10167931,0.029954486914889795,0.06011105702543097
81,5281,13150890,0.028455362679161836,0.05708927311952051
86,5951,16747706,0.027093342620703932,0.054345592048322955
91,6661,21037459,0.025851462558668038,0.051845269319509994
96,7411,26104029,0.02471520952062983,0.04955866642131346
101,8201,32035998,0.023673620299724335,0.04746338943624464
106,9031,38926625,0.022717988033221757,0.04554166296014741
111,9901,46874469,0.02183449806248204,0.04376557570523827
116,10811,55982610,0.021015557789666347,0.042119717954880294
121,11761,66358928,0.020254553171239843,0.04059068183080289
126,12751,78103803,0.019621358774193923,0.03931805924243204
131,13781,91305055,0.019234431275631434,0.03853862972129978
136,14851,106118468,0.018851013416093725,0.037766819316241304
141,15961,122670642,0.018473222593849842,0.037006779328459756
146,17111,141092977,0.01810256531759214,0.03626145338351089
151,18301,161521673,0.017740088372377446,0.03553287698643642
156,19531,184097730,0.017386491842062556,0.034822401409719816
161,20801,208966948,0.017042214143050655,0.03413086206995449
166,22111,236279927,0.016707496352790105,0.033458705848095335
171,23461,266192067,0.016382431106456173,0.0328060878176258
176,24851,298863568,0.016066999913423887,0.03217294502241245
181,26281,334459430,0.01576110172954761,0.03155905293008452
186,27751,373149453,0.015464574889218827,0.030964068733836243
191,29261,415108237,0.015177213969018099,0.030387564619468156
196,30811,460515182,0.01489878276484844,0.029829053340759786
201,32401,509554488,0.01462902427659451,0.029288007875189107
206,34031,562415155,0.014367668380384805,0.028763876507573772
211,35701,619290983,0.014114437708442734,0.028256094371694247
216,37411,680380572,0.01386905213599702,0.027764092240980677
221,39161,745887322,0.013631232183478273,0.02728730317844812
226,40951,816019433,0.013400701572775094,0.026825167518397777
231,42781,890989905,0.01317718912319017,0.026377136547108538
236,44651,971016538,0.012960430131897484,0.025942675168832505
241,46561,1056321932,0.012750167352174078,0.025521263780962037
246,48511,1147133487,0.012546151658240539,0.025112399533843453
251,50501,1243683403,0.012348142466527885,0.024715597113069768
256,52531,1346208680,0.01215590796833941,0.024330389152700735
261,54601,1454951118,0.011969225217243305,0.023956326364847503
266,56711,1570157317,0.0117878801053918,0.02359297745298612
271,58861,1692078677,0.011611667255761548,0.023239928862131106
276,61051,1820971398,0.011440389851623003,0.022896784407765054
281,63281,1957096480,0.011273859420045404,0.02256316481653213
286,65551,2100719723,0.011111895582675075,0.022238707204659928
291,67861,2252111727,0.010954325784190281,0.02192306451448341
296,70211,2411547892,0.010800985006582059,0.02161590492500236
301,72601,2579308418,0.010651715475616653,0.021316911248870404
306,75031,2755678305,0.010506366364406656,0.02102578032540238
311,77501,2940947353,0.010364793497880213,0.020742222416949615
316,80011,3135410162,0.010226859061031662,0.020465960614212977
321,82561,3339366132,0.010092431313116117,0.020196730254649346
326,85151,3553119463,0.009961384309377803,0.019934278357004637
331,87781,3776979155,0.009833597631447638,0.01967836307411782
336,90451,4011259008,0.009708956127186393,0.01942875316543883
341,93161,4256277622,0.009587349660466772,0.019185227490151457
346,95911,4512358397,0.009468672871165871,0.018947574521361036
351,98701,4779829533,0.009352824945466643,0.018715591881471563
356,101531,5059024030,0.009239709396433548,0.018489085898619046
361,104401,5350279688,0.00912923385472559,0.018267871183831847
366,107311,5653939107,0.009021309869233225,0.018051770228442048
371,110261,5970349687,0.008915852717369067,0.017840613021164693
376,113251,6299863628,0.008812781224701827,0.017634236684185827
381,116281,6642837930,0.008712017593595208,0.017432485127549312
386,119351,6999634393,0.008613487240495864,0.01723520872110098
391,122461,7370619617,0.008517118641504848,0.01704226398323276
396,125611,7756165002,0.008422843185863574,0.016853513285665533
401,128801,8156646748,0.008330595036986655,0.016668824573514665
406,132031,8572445855,0.008240311000679039,0.016488071099894787
411,135301,9003948123,0.008151930400182769,0.016311131174337835
416,138611,9451544152,0.00806539495770851,0.01613788792432018
421,141961,9915629342,0.007980648682118454,0.015968229069218774
426,145351,10396603893,0.00789763776243954,0.015802046706042565
431,148781,10894872805,0.00781631046689899,0.01563923710631257
436,152251,11410845878,0.0077366170471875354,0.015479700523491966
441,155761,11944937712,0.0076585096476692064,0.015323341010395388
446,159311,12497567707,0.007581942219270015,0.015170066246034515
451,162901,13069160063,0.007506870437791114,0.015019787371384149
456,166531,13660143780,0.007433251626404993,0.01487241883357973
461,170201,14270952658,0.007361044682105837,0.014727878238082932
466,173911,14902025297,0.007290210005897384,0.01458608620837688
471,177661,15553805097,0.007220709436513288,0.014446966252776477
476,181451,16226740258,0.007152506187476243,0.014310444637962126
481,185281,16921283780,0.007085564787312839,0.014176450268867026
486,189151,17637893463,0.007019851022751329,0.014044914574568988
491,193061,18377031907,0.0069553318847392406,0.013915771399857483
496,197011,19139166512,0.006891975517126948,0.013788956902165321
